Season,Week,Team_won,FinalScore_won,Team_lost,FinalScore_lost,WinType,PointDiff
,,,22,,35,IMPOSSIBLE,-13
,,,23,,35,IMPOSSIBLE,-12
,,,24,,35,IMPOSSIBLE,-11
,,,25,,35,IMPOSSIBLE,-10
,,,26,,35,IMPOSSIBLE,-9
,,,27,,35,IMPOSSIBLE,-8
,,,28,,35,IMPOSSIBLE,-7
,,,29,,35,IMPOSSIBLE,-6
,,,30,,35,IMPOSSIBLE,-5
,,,31,,35,IMPOSSIBLE,-4
,,,32,,35,IMPOSSIBLE,-3
,,,33,,35,IMPOSSIBLE,-2
,,,34,,35,IMPOSSIBLE,-1
,,,0,,36,IMPOSSIBLE,-36
,,,1,,36,IMPOSSIBLE,-35
,,,2,,36,IMPOSSIBLE,-34
,,,3,,36,IMPOSSIBLE,-33
,,,4,,36,IMPOSSIBLE,-32
,,,5,,36,IMPOSSIBLE,-31
,,,6,,36,IMPOSSIBLE,-30
,,,7,,36,IMPOSSIBLE,-29
,,,8,,36,IMPOSSIBLE,-28
,,,9,,36,IMPOSSIBLE,-27
,,,10,,36,IMPOSSIBLE,-26
,,,11,,36,IMPOSSIBLE,-25
,,,12,,36,IMPOSSIBLE,-24
,,,13,,36,IMPOSSIBLE,-23
,,,14,,36,IMPOSSIBLE,-22
,,,15,,36,IMPOSSIBLE,-21
,,,16,,36,IMPOSSIBLE,-20
,,,17,,36,IMPOSSIBLE,-19
,,,18,,36,IMPOSSIBLE,-18
,,,19,,36,IMPOSSIBLE,-17
,,,20,,36,IMPOSSIBLE,-16
,,,21,,36,IMPOSSIBLE,-15
,,,22,,36,IMPOSSIBLE,-14
,,,23,,36,IMPOSSIBLE,-13
,,,24,,36,IMPOSSIBLE,-12
,,,25,,36,IMPOSSIBLE,-11
,,,26,,36,IMPOSSIBLE,-10
,,,27,,36,IMPOSSIBLE,-9
,,,28,,36,IMPOSSIBLE,-8
,,,29,,36,IMPOSSIBLE,-7
,,,30,,36,IMPOSSIBLE,-6
,,,31,,36,IMPOSSIBLE,-5
,,,32,,36,IMPOSSIBLE,-4
,,,33,,36,IMPOSSIBLE,-3
,,,34,,36,IMPOSSIBLE,-2
,,,35,,36,IMPOSSIBLE,-1
,,,0,,37,IMPOSSIBLE,-37
,,,1,,37,IMPOSSIBLE,-36
,,,2,,37,IMPOSSIBLE,-35
,,,3,,37,IMPOSSIBLE,-34
,,,4,,37,IMPOSSIBLE,-33
,,,5,,37,IMPOSSIBLE,-32
,,,6,,37,IMPOSSIBLE,-31
,,,7,,37,IMPOSSIBLE,-30
,,,8,,37,IMPOSSIBLE,-29
,,,9,,37,IMPOSSIBLE,-28
,,,10,,37,IMPOSSIBLE,-27
,,,11,,37,IMPOSSIBLE,-26
,,,12,,37,IMPOSSIBLE,-25
,,,13,,37,IMPOSSIBLE,-24
,,,14,,37,IMPOSSIBLE,-23
,,,15,,37,IMPOSSIBLE,-22
,,,16,,37,IMPOSSIBLE,-21
,,,17,,37,IMPOSSIBLE,-20
,,,18,,37,IMPOSSIBLE,-19
,,,19,,37,IMPOSSIBLE,-18
,,,20,,37,IMPOSSIBLE,-17
,,,21,,37,IMPOSSIBLE,-16
,,,22,,37,IMPOSSIBLE,-15
,,,23,,37,IMPOSSIBLE,-14
,,,24,,37,IMPOSSIBLE,-13
,,,25,,37,IMPOSSIBLE,-12
,,,26,,37,IMPOSSIBLE,-11
,,,27,,37,IMPOSSIBLE,-10
,,,28,,37,IMPOSSIBLE,-9
,,,29,,37,IMPOSSIBLE,-8
,,,30,,37,IMPOSSIBLE,-7
,,,31,,37,IMPOSSIBLE,-6
,,,32,,37,IMPOSSIBLE,-5
,,,33,,37,IMPOSSIBLE,-4
,,,34,,37,IMPOSSIBLE,-3
,,,35,,37,IMPOSSIBLE,-2
,,,36,,37,IMPOSSIBLE,-1
,,,0,,38,IMPOSSIBLE,-38
,,,1,,38,IMPOSSIBLE,-37
,,,2,,38,IMPOSSIBLE,-36
,,,3,,38,IMPOSSIBLE,-35
,,,4,,38,IMPOSSIBLE,-34
,,,5,,38,IMPOSSIBLE,-33
,,,6,,38,IMPOSSIBLE,-32
,,,7,,38,IMPOSSIBLE,-31
,,,8,,38,IMPOSSIBLE,-30
,,,9,,38,IMPOSSIBLE,-29
,,,10,,38,IMPOSSIBLE,-28
,,,11,,38,IMPOSSIBLE,-27
,,,12,,38,IMPOSSIBLE,-26
,,,13,,38,IMPOSSIBLE,-25
,,,14,,38,IMPOSSIBLE,-24
,,,15,,38,IMPOSSIBLE,-23
,,,16,,38,IMPOSSIBLE,-22
,,,17,,38,IMPOSSIBLE,-21
,,,18,,38,IMPOSSIBLE,-20
,,,19,,38,IMPOSSIBLE,-19
,,,20,,38,IMPOSSIBLE,-18
,,,21,,38,IMPOSSIBLE,-17
,,,22,,38,IMPOSSIBLE,-16
,,,23,,38,IMPOSSIBLE,-15
,,,24,,38,IMPOSSIBLE,-14
,,,25,,38,IMPOSSIBLE,-13
,,,26,,38,IMPOSSIBLE,-12
,,,27,,38,IMPOSSIBLE,-11
,,,28,,38,IMPOSSIBLE,-10
,,,29,,38,IMPOSSIBLE,-9
,,,30,,38,IMPOSSIBLE,-8
,,,31,,38,IMPOSSIBLE,-7
,,,32,,38,IMPOSSIBLE,-6
,,,33,,38,IMPOSSIBLE,-5
,,,34,,38,IMPOSSIBLE,-4
,,,35,,38,IMPOSSIBLE,-3
,,,36,,38,IMPOSSIBLE,-2
,,,37,,38,IMPOSSIBLE,-1
,,,0,,39,IMPOSSIBLE,-39
,,,1,,39,IMPOSSIBLE,-38
,,,2,,39,IMPOSSIBLE,-37
,,,3,,39,IMPOSSIBLE,-36
,,,4,,39,IMPOSSIBLE,-35
,,,5,,39,IMPOSSIBLE,-34
,,,6,,39,IMPOSSIBLE,-33
,,,7,,39,IMPOSSIBLE,-32
,,,8,,39,IMPOSSIBLE,-31
,,,9,,39,IMPOSSIBLE,-30
,,,10,,39,IMPOSSIBLE,-29
,,,11,,39,IMPOSSIBLE,-28
,,,12,,39,IMPOSSIBLE,-27
,,,13,,39,IMPOSSIBLE,-26
,,,14,,39,IMPOSSIBLE,-25
,,,15,,39,IMPOSSIBLE,-24
,,,16,,39,IMPOSSIBLE,-23
,,,17,,39,IMPOSSIBLE,-22
,,,18,,39,IMPOSSIBLE,-21
,,,19,,39,IMPOSSIBLE,-20
,,,20,,39,IMPOSSIBLE,-19
,,,21,,39,IMPOSSIBLE,-18
,,,22,,39,IMPOSSIBLE,-17
,,,23,,39,IMPOSSIBLE,-16
,,,24,,39,IMPOSSIBLE,-15
,,,25,,39,IMPOSSIBLE,-14
,,,26,,39,IMPOSSIBLE,-13
,,,27,,39,IMPOSSIBLE,-12
,,,28,,39,IMPOSSIBLE,-11
,,,29,,39,IMPOSSIBLE,-10
,,,30,,39,IMPOSSIBLE,-9
,,,31,,39,IMPOSSIBLE,-8
,,,32,,39,IMPOSSIBLE,-7
,,,33,,39,IMPOSSIBLE,-6
,,,34,,39,IMPOSSIBLE,-5
,,,35,,39,IMPOSSIBLE,-4
,,,36,,39,IMPOSSIBLE,-3
,,,37,,39,IMPOSSIBLE,-2
,,,38,,39,IMPOSSIBLE,-1
,,,0,,40,IMPOSSIBLE,-40
,,,1,,40,IMPOSSIBLE,-39
,,,2,,40,IMPOSSIBLE,-38
,,,3,,40,IMPOSSIBLE,-37
,,,4,,40,IMPOSSIBLE,-36
,,,5,,40,IMPOSSIBLE,-35
,,,6,,40,IMPOSSIBLE,-34
,,,7,,40,IMPOSSIBLE,-33
,,,8,,40,IMPOSSIBLE,-32
,,,9,,40,IMPOSSIBLE,-31
,,,10,,40,IMPOSSIBLE,-30
,,,11,,40,IMPOSSIBLE,-29
,,,12,,40,IMPOSSIBLE,-28
,,,13,,40,IMPOSSIBLE,-27
,,,14,,40,IMPOSSIBLE,-26
,,,15,,40,IMPOSSIBLE,-25
,,,16,,40,IMPOSSIBLE,-24
,,,17,,40,IMPOSSIBLE,-23
,,,18,,40,IMPOSSIBLE,-22
,,,19,,40,IMPOSSIBLE,-21
,,,20,,40,IMPOSSIBLE,-20
,,,21,,40,IMPOSSIBLE,-19
,,,22,,40,IMPOSSIBLE,-18
,,,23,,40,IMPOSSIBLE,-17
,,,24,,40,IMPOSSIBLE,-16
,,,25,,40,IMPOSSIBLE,-15
,,,26,,40,IMPOSSIBLE,-14
,,,27,,40,IMPOSSIBLE,-13
,,,28,,40,IMPOSSIBLE,-12
,,,29,,40,IMPOSSIBLE,-11
,,,30,,40,IMPOSSIBLE,-10
,,,31,,40,IMPOSSIBLE,-9
,,,32,,40,IMPOSSIBLE,-8
,,,33,,40,IMPOSSIBLE,-7
,,,34,,40,IMPOSSIBLE,-6
,,,35,,40,IMPOSSIBLE,-5
,,,36,,40,IMPOSSIBLE,-4
,,,37,,40,IMPOSSIBLE,-3
,,,38,,40,IMPOSSIBLE,-2
,,,39,,40,IMPOSSIBLE,-1
,,,0,,41,IMPOSSIBLE,-41
,,,1,,41,IMPOSSIBLE,-40
,,,2,,41,IMPOSSIBLE,-39
,,,3,,41,IMPOSSIBLE,-38
,,,4,,41,IMPOSSIBLE,-37
,,,5,,41,IMPOSSIBLE,-36
,,,6,,41,IMPOSSIBLE,-35
,,,7,,41,IMPOSSIBLE,-34
,,,8,,41,IMPOSSIBLE,-33
,,,9,,41,IMPOSSIBLE,-32
,,,10,,41,IMPOSSIBLE,-31
,,,11,,41,IMPOSSIBLE,-30
,,,12,,41,IMPOSSIBLE,-29
,,,13,,41,IMPOSSIBLE,-28
,,,14,,41,IMPOSSIBLE,-27
,,,15,,41,IMPOSSIBLE,-26
,,,16,,41,IMPOSSIBLE,-25
,,,17,,41,IMPOSSIBLE,-24
,,,18,,41,IMPOSSIBLE,-23
,,,19,,41,IMPOSSIBLE,-22
,,,20,,41,IMPOSSIBLE,-21
,,,21,,41,IMPOSSIBLE,-20
,,,22,,41,IMPOSSIBLE,-19
,,,23,,41,IMPOSSIBLE,-18
,,,24,,41,IMPOSSIBLE,-17
,,,25,,41,IMPOSSIBLE,-16
,,,26,,41,IMPOSSIBLE,-15
,,,27,,41,IMPOSSIBLE,-14
,,,28,,41,IMPOSSIBLE,-13
,,,29,,41,IMPOSSIBLE,-12
,,,30,,41,IMPOSSIBLE,-11
,,,31,,41,IMPOSSIBLE,-10
,,,32,,41,IMPOSSIBLE,-9
,,,33,,41,IMPOSSIBLE,-8
,,,34,,41,IMPOSSIBLE,-7
,,,35,,41,IMPOSSIBLE,-6
,,,36,,41,IMPOSSIBLE,-5
,,,37,,41,IMPOSSIBLE,-4
,,,38,,41,IMPOSSIBLE,-3
,,,39,,41,IMPOSSIBLE,-2
,,,40,,41,IMPOSSIBLE,-1
,,,0,,42,IMPOSSIBLE,-42
,,,1,,42,IMPOSSIBLE,-41
,,,2,,42,IMPOSSIBLE,-40
,,,3,,42,IMPOSSIBLE,-39
,,,4,,42,IMPOSSIBLE,-38
,,,5,,42,IMPOSSIBLE,-37
,,,6,,42,IMPOSSIBLE,-36
,,,7,,42,IMPOSSIBLE,-35
,,,8,,42,IMPOSSIBLE,-34
,,,9,,42,IMPOSSIBLE,-33
,,,10,,42,IMPOSSIBLE,-32
,,,11,,42,IMPOSSIBLE,-31
,,,12,,42,IMPOSSIBLE,-30
,,,13,,42,IMPOSSIBLE,-29
,,,14,,42,IMPOSSIBLE,-28
,,,15,,42,IMPOSSIBLE,-27
,,,16,,42,IMPOSSIBLE,-26
,,,17,,42,IMPOSSIBLE,-25
,,,18,,42,IMPOSSIBLE,-24
,,,19,,42,IMPOSSIBLE,-23
,,,20,,42,IMPOSSIBLE,-22
,,,21,,42,IMPOSSIBLE,-21
,,,22,,42,IMPOSSIBLE,-20
,,,23,,42,IMPOSSIBLE,-19
,,,24,,42,IMPOSSIBLE,-18
,,,25,,42,IMPOSSIBLE,-17
,,,26,,42,IMPOSSIBLE,-16
,,,27,,42,IMPOSSIBLE,-15
,,,28,,42,IMPOSSIBLE,-14
,,,29,,42,IMPOSSIBLE,-13
,,,30,,42,IMPOSSIBLE,-12
,,,31,,42,IMPOSSIBLE,-11
,,,32,,42,IMPOSSIBLE,-10
,,,33,,42,IMPOSSIBLE,-9
,,,34,,42,IMPOSSIBLE,-8
,,,35,,42,IMPOSSIBLE,-7
,,,36,,42,IMPOSSIBLE,-6
,,,37,,42,IMPOSSIBLE,-5
,,,38,,42,IMPOSSIBLE,-4
,,,39,,42,IMPOSSIBLE,-3
,,,40,,42,IMPOSSIBLE,-2
,,,41,,42,IMPOSSIBLE,-1
