Season,Week,Team_won,FinalScore_won,Team_lost,FinalScore_lost,WinType,PointDiff
17,5,SA,40,POR,21,HOME,19
17,5,NOR,21,PB,10,HOME,11
17,5,TIJ,27,KC,14,HOME,13
17,6,KC,45,NOR,0,HOME,45
17,6,POR,24,PB,6,HOME,18
17,6,TIJ,20,SA,20,TIE,0
17,7,SA,33,NOR,10,HOME,23
17,7,TIJ,37,POR,27,HOME,10
17,7,PB,28,KC,20,AWAY,8
17,8,TIJ,27,PB,15,AWAY,12
17,8,KC,17,NOR,16,AWAY,1
17,8,POR,31,SA,15,HOME,16
17,9,POR,20,NOR,6,HOME,14
17,9,SA,27,PB,13,HOME,14
17,9,KC,31,TIJ,10,HOME,21
17,10,PB,17,NOR,3,HOME,14
17,10,POR,28,KC,14,AWAY,14
17,10,TIJ,20,SA,14,AWAY,6
17,11,TIJ,26,NOR,0,HOME,26
17,11,POR,30,PB,3,AWAY,27
17,11,KC,16,SA,14,AWAY,2
17,12,POR,23,NOR,10,AWAY,13
17,12,PB,13,KC,10,HOME,3
17,12,TIJ,23,SA,13,HOME,10
17,13,NOR,35,PB,23,HOME,12
17,13,POR,24,TIJ,17,HOME,7
17,13,SA,17,KC,14,AWAY,3
17,14,PB,27,POR,14,AWAY,13
17,14,KC,20,TIJ,16,AWAY,4
17,14,SA,19,NOR,7,AWAY,12
17,P,TIJ,24,SA,16,HOME,8
17,P,POR,27,KC,17,HOME,10
17,U,TIJ,17,POR,16,AWAY,1
18,1,MB,34,SA,26,HOME,8
18,1,KC,27,NOR,24,AWAY,3
18,1,TIJ,23,POR,20,AWAY,3
18,2,TIJ,44,MB,14,AWAY,30
18,2,POR,20,NOR,13,AWAY,7
18,2,SA,24,KC,10,AWAY,14
18,3,TIJ,14,SA,11,AWAY,3
18,3,NOR,30,MB,10,HOME,20
18,3,POR,23,KC,17,AWAY,6
18,4,SA,14,MB,8,HOME,6
18,4,TIJ,37,NOR,6,HOME,31
18,4,POR,22,KC,10,HOME,12
18,5,SA,30,POR,10,HOME,20
18,5,TIJ,13,MB,9,HOME,4
18,5,KC,28,NOR,6,HOME,22
18,6,KC,20,MB,14,AWAY,6
18,6,SA,15,TIJ,13,AWAY,2
18,6,POR,31,NOR,26,HOME,5
18,7,POR,37,MB,20,AWAY,17
18,7,NOR,24,SA,14,AWAY,10
18,7,TIJ,21,KC,14,HOME,7
18,8,TIJ,20,NOR,16,AWAY,4
18,8,KC,41,MB,10,HOME,31
18,8,POR,44,SA,21,HOME,23
18,9,SA,34,MB,17,AWAY,17
18,9,TIJ,20,POR,13,HOME,7
18,9,KC,28,NOR,17,AWAY,11
18,10,TIJ,20,MB,7,AWAY,13
18,10,KC,24,SA,23,AWAY,1
18,10,POR,24,NOR,14,AWAY,10
18,11,NOR,40,MB,16,AWAY,24
18,11,TIJ,26,SA,18,AWAY,8
18,11,POR,30,KC,24,AWAY,6
18,12,MB,28,SA,10,AWAY,18
18,12,TIJ,20,KC,10,AWAY,10
18,12,POR,41,NOR,20,HOME,21
18,13,TIJ,35,MB,9,HOME,26
18,13,SA,41,NOR,0,AWAY,41
18,13,POR,27,KC,9,HOME,18
18,14,TIJ,27,SA,26,HOME,1
18,14,KC,34,NOR,20,HOME,14
18,14,POR,24,MB,6,HOME,18
18,P,SA,17,TIJ,10,AWAY,7
18,P,POR,28,KC,17,HOME,11
18,U,POR,23,SA,10,HOME,13
19,1,MIN,31,KC,13,AWAY,18
19,1,MB,42,NOR,6,AWAY,36
19,1,TIJ,24,POR,13,HOME,11
19,2,TIJ,43,MB,10,HOME,33
19,2,MIN,23,POR,16,AWAY,7
19,2,KC,32,NOR,17,AWAY,15
19,3,TIJ,10,KC,7,HOME,3
19,3,MB,25,MIN,9,HOME,16
19,3,POR,37,NOR,14,HOME,23
19,4,MB,44,NOR,17,HOME,27
19,4,TIJ,26,MIN,9,AWAY,17
19,4,POR,24,KC,6,AWAY,18
19,5,POR,37,NOR,10,HOME,27
19,5,MB,34,TIJ,17,HOME,17
19,5,MIN,31,KC,6,HOME,25
19,6,MB,17,KC,14,AWAY,3
19,6,TIJ,21,NOR,3,AWAY,18
19,6,MIN,28,POR,26,HOME,2
19,7,POR,31,MB,17,HOME,14
19,7,MIN,28,NOR,17,HOME,11
19,7,TIJ,15,KC,10,AWAY,5
19,8,TIJ,24,MIN,3,HOME,21
19,8,MB,29,KC,14,HOME,15
19,8,POR,51,NOR,23,AWAY,28
19,9,MB,57,NOR,13,AWAY,44
19,9,POR,33,TIJ,23,HOME,10
19,9,KC,13,MIN,7,HOME,6
19,10,TIJ,23,MB,13,HOME,10
19,10,KC,21,NOR,7,HOME,14
19,10,POR,23,MIN,3,HOME,20
19,11,MIN,16,MB,10,HOME,6
19,11,TIJ,30,NOR,7,HOME,23
19,11,POR,31,KC,10,HOME,21
19,12,MB,41,NOR,3,HOME,38
19,12,TIJ,41,KC,3,HOME,38
19,12,MIN,17,POR,7,HOME,10
19,13,MB,17,TIJ,13,HOME,4
19,13,MIN,24,NOR,14,AWAY,10
19,13,KC,23,POR,20,HOME,3
19,14,TIJ,13,NOR,3,AWAY,10
19,14,MIN,24,KC,6,HOME,18
19,14,MB,26,POR,7,HOME,19
19,P,TIJ,27,MB,17,HOME,10
19,P,MIN,30,POR,27,HOME,3
19,U,MIN,16,TIJ,13,AWAY,3
20,1,MB,24,NOR,7,HOME,17
20,1,POR,24,KC,23,AWAY,1
20,1,MIN,30,TIJ,24,AWAY,6
20,2,TIJ,23,NOR,15,HOME,8
20,2,MIN,40,POR,10,HOME,30
20,2,MB,9,KC,7,HOME,2
20,3,MB,10,TIJ,6,AWAY,4
20,3,NOR,30,POR,3,HOME,27
20,3,KC,24,MIN,12,AWAY,12
20,4,NOR,20,MB,10,HOME,10
20,4,TIJ,20,POR,9,AWAY,11
20,4,MIN,34,KC,24,AWAY,10
20,5,MIN,27,MB,17,HOME,10
20,5,NOR,27,TIJ,13,HOME,14
20,5,KC,20,POR,7,AWAY,13
20,6,NOR,24,KC,10,AWAY,14
20,6,MB,29,TIJ,3,HOME,26
20,6,MIN,31,POR,3,AWAY,28
20,7,MIN,21,NOR,14,HOME,7
20,7,MB,12,POR,10,AWAY,2
20,7,KC,26,TIJ,16,HOME,10
20,8,TIJ,31,POR,6,HOME,25
20,8,NOR,21,KC,19,HOME,2
20,8,MB,21,MIN,3,HOME,18
20,9,MB,44,NOR,6,HOME,38
20,9,MIN,35,TIJ,10,HOME,25
20,9,KC,26,POR,13,HOME,13
20,10,NOR,34,TIJ,9,AWAY,25
20,10,MB,20,KC,14,AWAY,6
20,10,MIN,44,POR,10,HOME,34
20,11,POR,24,NOR,7,HOME,17
20,11,MB,30,TIJ,0,AWAY,30
20,11,MIN,38,KC,6,HOME,32
20,12,MB,20,NOR,6,AWAY,14
20,12,TIJ,17,KC,6,HOME,11
20,12,MIN,13,POR,3,AWAY,10
20,13,TIJ,28,NOR,10,AWAY,18
20,13,MB,23,POR,7,HOME,16
20,13,MIN,39,KC,0,AWAY,39
20,14,MB,21,TIJ,3,HOME,18
20,14,KC,23,POR,10,AWAY,13
20,14,MIN,23,NOR,20,AWAY,3
20,P,MB,43,NOR,10,HOME,33
20,P,MIN,36,KC,7,HOME,29
20,U,MIN,28,MB,3,HOME,25
21,1,NOR,31,POR,9,HOME,22
21,1,MB,24,KC,9,AWAY,15
21,1,MIN,19,TIJ,16,HOME,3
21,1,LON,34,DAL,7,HOME,27
21,2,MB,24,POR,17,HOME,7
21,2,KC,21,NOR,6,HOME,15
21,2,DAL,31,MIN,10,HOME,21
21,2,TIJ,40,LON,7,HOME,33
21,3,NOR,28,LON,17,AWAY,11
21,3,MIN,26,MB,10,HOME,16
21,3,POR,10,KC,6,HOME,4
21,3,TIJ,29,DAL,16,HOME,13
21,4,KC,46,DAL,14,AWAY,32
21,4,POR,19,TIJ,17,HOME,2
21,4,NOR,42,MIN,10,HOME,32
21,4,MB,27,LON,14,HOME,13
21,5,MIN,14,POR,10,HOME,4
21,5,TIJ,28,NOR,17,HOME,11
21,5,DAL,24,MB,14,HOME,10
21,5,KC,34,LON,16,HOME,18
21,6,MB,27,NOR,17,AWAY,10
21,6,KC,33,TIJ,13,HOME,20
21,6,LON,27,MIN,21,HOME,6
21,6,POR,22,DAL,20,HOME,2
21,7,POR,27,LON,10,AWAY,17
21,7,KC,23,MIN,16,AWAY,7
21,7,TIJ,28,MB,16,AWAY,12
21,7,NOR,17,DAL,12,HOME,5
21,8,NOR,17,POR,9,AWAY,8
21,8,MB,26,KC,14,HOME,12
21,8,TIJ,20,MIN,18,HOME,2
21,8,DAL,27,LON,10,HOME,17
21,9,POR,33,MB,21,AWAY,12
21,9,KC,23,NOR,21,AWAY,2
21,9,LON,24,TIJ,21,HOME,3
21,9,DAL,13,MIN,10,AWAY,3
21,10,KC,20,POR,14,HOME,6
21,10,DAL,35,TIJ,24,HOME,11
21,10,MB,32,MIN,12,HOME,20
21,10,LON,20,NOR,14,AWAY,6
21,11,POR,27,TIJ,13,AWAY,14
21,11,MIN,27,NOR,14,HOME,13
21,11,MB,22,LON,17,AWAY,5
21,11,KC,30,DAL,24,HOME,6
21,12,KC,20,LON,10,AWAY,10
21,12,NOR,27,TIJ,20,HOME,7
21,12,MIN,7,POR,6,AWAY,1
21,12,MB,21,DAL,7,HOME,14
21,13,POR,21,DAL,14,AWAY,7
21,13,NOR,37,MB,10,AWAY,27
21,13,TIJ,13,KC,9,HOME,4
21,13,LON,27,MIN,10,AWAY,17
21,14,NOR,31,DAL,20,AWAY,11
21,14,MB,27,TIJ,20,AWAY,7
21,14,MIN,23,KC,20,AWAY,3
21,14,POR,24,LON,7,HOME,17
21,P,MB,18,NOR,0,HOME,18
21,P,KC,31,POR,7,HOME,24
21,U,MB,27,KC,10,HOME,17
22,1,LON,31,KC,10,HOME,21
22,1,NOR,17,TIJ,6,AWAY,11
22,1,MB,34,POR,0,AWAY,34
22,1,DAL,27,MIN,15,HOME,12
22,2,LON,39,TIJ,16,HOME,23
22,2,KC,33,NOR,15,HOME,18
22,2,MB,26,DAL,6,HOME,20
22,2,MIN,34,POR,13,HOME,21
22,3,KC,17,MIN,13,HOME,4
22,3,TIJ,27,MB,21,HOME,6
22,3,LON,27,NOR,26,AWAY,1
22,3,POR,20,DAL,3,AWAY,17
22,4,DAL,23,NOR,16,AWAY,7
22,4,POR,27,LON,6,HOME,21
22,4,MB,29,KC,9,HOME,20
22,4,TIJ,30,MIN,22,AWAY,8
22,5,LON,21,MB,18,HOME,3
22,5,KC,10,POR,9,HOME,1
22,5,TIJ,30,DAL,9,HOME,21
22,5,MIN,10,NOR,0,HOME,10
22,6,TIJ,20,KC,17,HOME,3
22,6,NOR,21,POR,20,AWAY,1
22,6,MIN,16,MB,10,AWAY,6
22,6,DAL,21,LON,18,HOME,3
22,7,MIN,37,LON,7,AWAY,30
22,7,NOR,9,MB,6,HOME,3
22,7,POR,26,TIJ,21,HOME,5
22,7,DAL,27,KC,10,HOME,17
22,8,KC,24,LON,21,HOME,3
22,8,TIJ,33,NOR,23,AWAY,10
22,8,MB,16,POR,13,HOME,3
22,8,MIN,24,DAL,21,HOME,3
22,9,TIJ,38,LON,3,HOME,35
22,9,NOR,28,KC,23,HOME,5
22,9,POR,21,MIN,16,HOME,5
22,9,DAL,25,MB,20,HOME,5
22,10,NOR,17,LON,13,AWAY,4
22,10,DAL,24,POR,21,AWAY,3
22,10,TIJ,17,MB,14,AWAY,3
22,10,MIN,48,KC,3,HOME,45
22,11,LON,29,POR,20,HOME,9
22,11,MB,31,KC,13,AWAY,18
22,11,TIJ,24,MIN,21,HOME,3
22,11,NOR,16,DAL,13,AWAY,3
22,12,MIN,20,NOR,13,AWAY,7
22,12,POR,21,KC,16,HOME,5
22,12,MB,36,LON,21,HOME,15
22,12,TIJ,24,DAL,10,AWAY,14
22,13,LON,11,DAL,8,HOME,3
22,13,KC,23,TIJ,20,HOME,3
22,13,NOR,23,POR,20,HOME,3
22,13,MB,17,MIN,13,AWAY,4
22,14,DAL,31,KC,23,AWAY,8
22,14,TIJ,24,POR,14,HOME,10
22,14,NOR,27,MB,24,AWAY,3
22,14,MIN,28,LON,13,HOME,15
22,P,TIJ,16,NOR,13,HOME,3
22,P,LON,13,MIN,10,AWAY,3
22,U,TIJ,10,LON,6,HOME,4
23,1,NOR,24,MIN,6,HOME,18
23,1,KC,19,LON,6,HOME,13
23,1,MB,27,POR,20,AWAY,7
23,1,DAL,20,TIJ,12,AWAY,8
23,2,NOR,27,KC,10,HOME,17
23,2,MIN,20,LON,14,HOME,6
23,2,MB,33,DAL,3,HOME,30
23,2,TIJ,23,POR,17,HOME,6
23,3,MIN,24,TIJ,17,HOME,7
23,3,KC,23,MB,13,HOME,10
23,3,NOR,29,LON,24,AWAY,5
23,3,DAL,20,POR,3,HOME,17
23,4,LON,29,DAL,13,HOME,16
23,4,NOR,23,POR,14,AWAY,9
23,4,MB,20,MIN,14,HOME,6
23,4,KC,33,TIJ,6,AWAY,27
23,5,NOR,21,MB,19,HOME,2
23,5,POR,16,MIN,12,AWAY,4
23,5,DAL,15,KC,14,AWAY,1
23,5,TIJ,40,LON,24,HOME,16
23,6,KC,24,MIN,10,HOME,14
23,6,POR,20,LON,13,HOME,7
23,6,TIJ,30,MB,24,AWAY,6
23,6,DAL,24,NOR,3,HOME,21
23,7,NOR,37,TIJ,14,HOME,23
23,7,LON,27,MB,10,HOME,17
23,7,POR,30,KC,17,HOME,13
23,7,DAL,30,MIN,10,HOME,20
23,8,MIN,35,NOR,3,HOME,32
23,8,KC,22,LON,13,AWAY,9
23,8,MB,24,POR,13,HOME,11
23,8,DAL,28,TIJ,10,AWAY,18
23,9,KC,13,NOR,3,HOME,10
23,9,LON,29,MIN,10,HOME,19
23,9,POR,12,TIJ,10,HOME,2
23,9,DAL,22,MB,10,HOME,12
23,10,LON,31,NOR,16,AWAY,15
23,10,DAL,20,POR,14,AWAY,6
23,10,KC,19,MB,7,AWAY,12
23,10,TIJ,17,MIN,14,HOME,3
23,11,NOR,34,POR,23,HOME,11
23,11,MB,27,MIN,21,AWAY,6
23,11,TIJ,34,KC,21,AWAY,13
23,11,LON,20,DAL,6,AWAY,14
23,12,LON,21,TIJ,19,HOME,2
23,12,MIN,34,POR,14,AWAY,20
23,12,NOR,21,MB,20,AWAY,1
23,12,DAL,31,KC,28,HOME,3
23,13,NOR,23,DAL,7,HOME,16
23,13,MIN,24,KC,18,HOME,6
23,13,LON,28,POR,17,HOME,11
23,13,TIJ,24,MB,3,HOME,21
23,14,MIN,45,DAL,14,HOME,31
23,14,POR,21,KC,14,AWAY,7
23,14,MB,26,LON,3,HOME,23
23,14,NOR,38,TIJ,14,AWAY,24
23,P,NOR,19,DAL,17,HOME,2
23,P,KC,14,LON,13,HOME,1
23,U,NOR,26,KC,6,HOME,20
24,1,TIJ,22,DAL,13,HOME,9
24,1,MB,27,KC,17,HOME,10
24,1,LON,24,MIN,21,AWAY,3
24,1,NOR,31,POR,17,AWAY,14
24,2,TIJ,22,MB,6,HOME,16
24,2,DAL,24,KC,21,HOME,3
24,2,POR,23,LON,10,AWAY,13
24,2,NOR,20,MIN,0,HOME,20
24,3,NOR,37,DAL,17,AWAY,20
24,3,MB,13,LON,0,HOME,13
24,3,KC,41,TIJ,35,HOME,6
24,3,MIN,19,POR,15,AWAY,4
24,4,POR,38,KC,24,AWAY,14
24,4,MIN,30,TIJ,25,HOME,5
24,4,LON,31,DAL,0,HOME,31
24,4,NOR,44,MB,21,HOME,23
24,5,TIJ,24,LON,20,HOME,4
24,5,DAL,30,MIN,10,HOME,20
24,5,MB,20,POR,12,HOME,8
24,5,NOR,10,KC,3,HOME,7
24,6,MB,21,DAL,18,HOME,3
24,6,KC,31,MIN,21,AWAY,10
24,6,LON,33,NOR,13,HOME,20
24,6,TIJ,34,POR,27,AWAY,7
24,7,TIJ,23,NOR,14,HOME,9
24,7,KC,26,LON,23,HOME,3
24,7,MB,26,MIN,6,AWAY,20
24,7,POR,38,DAL,3,HOME,35
24,8,DAL,18,TIJ,10,HOME,8
24,8,KC,23,MB,6,HOME,17
24,8,LON,24,MIN,15,HOME,9
24,8,POR,21,NOR,9,AWAY,12
24,9,TIJ,17,MB,14,AWAY,3
24,9,KC,28,DAL,25,HOME,3
24,9,MIN,19,NOR,12,HOME,7
24,9,POR,17,LON,10,HOME,7
24,10,TIJ,27,KC,21,AWAY,6
24,10,MIN,16,POR,15,HOME,1
24,10,LON,34,MB,31,HOME,3
24,10,NOR,28,DAL,17,HOME,11
24,11,TIJ,27,MIN,13,HOME,14
24,11,LON,27,DAL,13,AWAY,14
24,11,NOR,10,MB,7,AWAY,3
24,11,KC,34,POR,16,AWAY,18
24,12,NOR,16,KC,3,AWAY,13
24,12,DAL,13,MIN,0,AWAY,13
24,12,TIJ,17,LON,13,AWAY,4
24,12,MB,21,POR,16,AWAY,5
24,13,POR,34,TIJ,10,AWAY,24
24,13,DAL,34,MB,29,HOME,5
24,13,MIN,17,KC,13,AWAY,4
24,13,LON,21,NOR,3,AWAY,18
24,14,DAL,33,POR,27,HOME,6
24,14,MB,54,MIN,10,HOME,44
24,14,LON,20,KC,16,HOME,4
24,14,TIJ,10,NOR,3,AWAY,7
24,P,NOR,20,TIJ,17,AWAY,3
24,P,LON,22,POR,3,HOME,19
24,U,LON,24,NOR,17,HOME,7
25,1,POR,21,NOR,0,HOME,21
25,1,MB,33,KC,7,HOME,26
25,1,MIN,13,TIJ,10,AWAY,3
25,1,LON,30,DAL,13,AWAY,17
25,2,POR,44,MB,10,HOME,34
25,2,MIN,20,DAL,17,HOME,3
25,2,KC,20,NOR,7,AWAY,13
25,2,LON,31,TIJ,12,HOME,19
25,3,NOR,20,LON,17,HOME,3
25,3,POR,14,KC,12,AWAY,2
25,3,MB,13,MIN,6,HOME,7
25,3,TIJ,20,DAL,13,AWAY,7
25,4,KC,34,DAL,17,HOME,17
25,4,TIJ,13,POR,10,HOME,3
25,4,MIN,30,NOR,7,HOME,23
25,4,MB,27,LON,16,AWAY,11
25,5,MIN,20,POR,3,AWAY,17
25,5,TIJ,7,NOR,3,AWAY,4
25,5,MB,16,DAL,14,HOME,2
25,5,LON,29,KC,10,HOME,19
25,6,MB,42,NOR,10,HOME,32
25,6,KC,16,TIJ,10,AWAY,6
25,6,LON,17,MIN,14,AWAY,3
25,6,POR,23,DAL,17,AWAY,6
25,7,LON,20,POR,10,AWAY,10
25,7,KC,24,MIN,7,HOME,17
25,7,MB,17,TIJ,9,AWAY,8
25,7,DAL,17,NOR,14,HOME,3
25,8,NOR,21,POR,16,HOME,5
25,8,TIJ,20,MIN,7,AWAY,13
25,8,KC,20,MB,3,HOME,17
25,8,LON,17,DAL,14,HOME,3
25,9,MB,20,POR,18,HOME,2
25,9,KC,23,NOR,3,HOME,20
25,9,LON,30,TIJ,9,AWAY,21
25,9,DAL,23,MIN,7,HOME,16
25,10,POR,31,KC,13,HOME,18
25,10,DAL,15,TIJ,10,AWAY,5
25,10,MIN,48,MB,10,HOME,38
25,10,LON,14,NOR,3,HOME,11
25,11,POR,24,TIJ,6,HOME,18
25,11,MIN,20,NOR,0,AWAY,20
25,11,MB,17,LON,9,HOME,8
25,11,KC,27,DAL,14,AWAY,13
25,12,LON,31,KC,21,AWAY,10
25,12,TIJ,31,NOR,7,HOME,24
25,12,MIN,27,POR,17,HOME,10
25,12,MB,34,DAL,6,AWAY,28
25,13,POR,14,DAL,7,HOME,7
25,13,MB,32,NOR,10,AWAY,22
25,13,TIJ,17,KC,7,AWAY,10
25,13,LON,20,MIN,17,HOME,3
25,14,DAL,14,NOR,10,AWAY,4
25,14,MB,44,TIJ,9,HOME,35
25,14,MIN,26,KC,21,HOME,5
25,14,LON,34,POR,14,HOME,20
25,P,TIJ,19,MB,13,AWAY,6
25,P,LON,33,MIN,13,HOME,20
25,U,TIJ,42,LON,16,AWAY,26
